user_id,user_link,user_name,user_nationality,user_level,user_badge,user_games,comment_date,recommend,score,comment
76561199700532187,https://steamcommunity.com/profiles/76561199700532187/,Morning star,,2,2,22,2024年8月20日,1,8.1,很好，但是我出现了几次卡画面的情况，我是用手柄游玩的，断掉手柄连接后又恢复，不知道这是什么情况，希望游科越来越好
RINNETANIDA,https://steamcommunity.com/id/RINNETANIDA/,RinneTanida64,"Shanghai, China",49,18,393,2024年8月20日,1,4.1,很棒，但是这个穿模真的太难绷了希望能改改
76561198982053395,https://steamcommunity.com/profiles/76561198982053395/,nifather,"Anhui, China",6,-1,-1,2024年8月20日,1,10.9,非常的优秀，很激动。
76561198987046027,https://steamcommunity.com/profiles/76561198987046027/,阳炎,,40,21,68,2024年8月20日,1,12.3,卡卡卡卡卡
Shekou114514,https://steamcommunity.com/id/Shekou114514/,aBlndo,China,7,5,15,2024年8月20日,1,2.9,无需多言
76561199062144937,https://steamcommunity.com/profiles/76561199062144937/,图图,"Ningbo, Zhejiang, China",10,8,100,2024年8月20日,1,7.9,胖头娃娃一招给我秒了：）
50501470,https://steamcommunity.com/id/50501470/,奇树(♡˙︶˙♡),Singapore,124,149,661,2024年8月20日,1,13.6,没啥说的 四年磨一剑！今天是国产游戏的里程碑！感谢游科，让所有中国玩家的梦成真！！
LookWhatMadeMeDo,https://steamcommunity.com/id/LookWhatMadeMeDo/,UhzOaix^,"Baoding, Hebei, China",33,50,120,2024年8月20日,1,12.3,爽得很
jsxx888,https://steamcommunity.com/id/jsxx888/,小青菜,,-1,-1,-1,2024年8月20日,1,3.7, 万丈金箍破苍穹，神猴降世震天宫。 黑风山上妖魔舞，悟空挥棒定乾坤。 西行路上多磨难，火眼金睛识伪真。 游戏匠心独运处，悟空传奇永流传。
Aliwanderway,https://steamcommunity.com/id/Aliwanderway/,Aliwanderway,"Chelyabinsk, Chelyabinsk, Russian Federation",35,18,72,2024年8月20日,1,9.8,谁还没个大圣梦
76561198325227917,https://steamcommunity.com/profiles/76561198325227917/,666250sss,,18,9,415,2024年8月20日,1,11.3,改评论了。把设定中的帧生成关掉就可以解决闪退，爽玩兄弟们
haberskr,https://steamcommunity.com/id/haberskr/,Westmelon,China,11,11,27,2024年8月20日,1,4.1,在古希腊当刺客；在北欧神话当战神；在异世界当猎魔人；现在我只想回到我们的国度当齐天大圣
3323999641,https://steamcommunity.com/id/3323999641/,车干不困,China,20,13,45,2024年8月20日,1,6.5,直面天命
76561198393682442,https://steamcommunity.com/profiles/76561198393682442/,技术差路子野脾气大,,25,19,225,2024年8月20日,1,13.6,天命，指被幽魂拍成齑粉
2205374584,https://steamcommunity.com/id/2205374584/,喜欢睡大觉,"Guangzhou, Guangdong, China",16,10,46,2024年8月20日,1,15.2,好玩
76561199178600792,https://steamcommunity.com/profiles/76561199178600792/,食鹅,China,14,17,96,2024年8月20日,1,13.9,老婆给的 比自己买的好玩一万倍
Kwongchan0801,https://steamcommunity.com/id/Kwongchan0801/,Yuno,"Changsha, Hunan, China",14,-1,-1,2024年8月20日,1,3.6,智齿一下！登登等登 凳登等灯 登登等登 凳登等灯 ~丢丢丢~
76561198979013759,https://steamcommunity.com/profiles/76561198979013759/,EVA,,10,7,51,2024年8月20日,1,6.0,"细心游玩《黑神话：悟空》，就会发现中华文化的博大精深。不管是西游故事的诠释，还是不计成本的美术投入，还有精心设置的战斗系统，以及别具一格的打击效果，都在昭示着这是一款很优秀的游戏，它是中国的第一款3A大作，它将成为中国单机游戏史上的一座里程碑！推荐购买！Careful play of ""Black Myth: Wukong"" will reveal the profoundness and profundity of Chinese culture. Whether it's the interpretation of the story of Journey to the West, the cost free art investment, the carefully designed combat system, or the unique striking effects, all indicate that this is an excellent game. It is China's first 3A masterpiece and will become a milestone in the history of Chinese single player games! Recommended purchase!"
76561199083267134,https://steamcommunity.com/profiles/76561199083267134/,Sirius,China,25,43,65,2024年8月20日,1,7.5,踏上取经路，比抵达灵山更重要
LightShuai643493523,https://steamcommunity.com/id/LightShuai643493523/,LightShuai,China,36,32,293,2024年8月20日,1,13.4,好评直接给，但还是太卡了，我这4060都卡
invictusjoevo,https://steamcommunity.com/id/invictusjoevo/,JOEvoᴸᵘᵗiᵒᴺ,"Qingdao, Shandong, China",111,212,772,2024年8月20日,1,12.1,GOTY我说的!谁来都不好使!不过这结局有点意难平啊
76561198088026579,https://steamcommunity.com/profiles/76561198088026579/,Markov,,10,5,36,2024年8月20日,1,11.4,开局就战天兵打杨戬也太爽了吧！
76561199093645068,https://steamcommunity.com/profiles/76561199093645068/,undertale1241,,23,13,71,2024年8月20日,1,19.4,艾尔登之王将归去，夜之城的传奇也将消逝。刺客大师潜藏于黑暗，不死人烧为余烬，面具之下的怪盗团长复归常人，北美西部的亡命牛仔也迎来救赎。英格兰和墨西哥将不再尘土飞扬，洛圣都也恢复往日宁静。修罗，龙裔，送货员，寄叶队，猎魔人，流浪漫游者的故事不再被人传唱。海拉鲁，对马岛，帝国湾，天空之城的史诗也不再令人流连。四年之期，堪堪将尽，重走西游，即在脚下，此去只管西行，踏南天，碎凌霄，一路降妖缚怪去也！
permian,https://steamcommunity.com/id/permian/,Architect,"Edinburgh, Edinburgh, City of, United Kingdom (Great Britain)",29,-1,-1,2024年8月20日,1,12.8,卡顿掉帧闪退解决办法：关掉帧生成，光追，动态模糊。解决后差评改好评！！锁定二刷！！做工方面细节优秀，质感拉满，审美高级。游戏性方面打击感优秀，难度中等偏下，机制有趣，个人很喜欢弹反插入在平A里的设定，想要防守就必须先攻击
76561199162421203,https://steamcommunity.com/profiles/76561199162421203/,张美丽,,8,8,34,2024年8月20日,1,10.8,4060laptop+amdr9调教后非战斗画面100帧流畅运行，战斗画面只有妖王放技能时粒子效果爆炸会掉帧，其他基本稳运行，看到评论区有人说4090玩不了，或者闪退的，不做评价，看评论区还有人喷有媒体博主提前玩测试的，多少沾点
76561199028338075,https://steamcommunity.com/profiles/76561199028338075/,晚来天欲雪,China,12,11,111,2024年8月20日,1,4.1,爽！
Stre1itziA,https://steamcommunity.com/id/Stre1itziA/,我心危是真的很好看,"Dalian, Liaoning, China",101,26,302,2024年8月20日,1,21.1,重走西游路了！
76561198180903133,https://steamcommunity.com/profiles/76561198180903133/,Joi,"Pennsylvania, United States",25,37,201,2024年8月20日,1,7.8,独帜入渊深未知  身似浮萍命难持千州皆朝归海处  一苇青拨戏浪巅惊鸿四散鱼逃尽  唯有残帆傲此间待到天开云雾散  负手直望笑苍天
76561199379673323,https://steamcommunity.com/profiles/76561199379673323/,东风衍,,6,6,97,2024年8月20日,1,10.5,好好好
76561199204031223,https://steamcommunity.com/profiles/76561199204031223/,xiaoxxxx,,8,7,38,2024年8月20日,1,7.6,我可真是太他妈喜欢了，一直比较喜欢神魔类设定的游戏，尤其是这种非常独特背景的设定，去探索世界背后的真相。
tititi12345,https://steamcommunity.com/id/tititi12345/,tititi12345,"Fuzhou, Fujian, China",78,50,1345,2024年8月20日,1,1.7,有bug！望修复！
76561198148792179,https://steamcommunity.com/profiles/76561198148792179/,清欢渡,China,31,23,311,2024年8月20日,1,5.8,金猴奋起千钧棒，玉宇澄清万里埃。今日欢呼孙大圣，只缘妖雾又重来。
76561198805687817,https://steamcommunity.com/profiles/76561198805687817/,Litchi_,"Fuzhou, Fujian, China",39,35,682,2024年8月20日,1,10.2,好诶！
76561198115671564,https://steamcommunity.com/profiles/76561198115671564/,deniis2010,"New York, New York, United States",12,-1,-1,2024年8月20日,1,3.0,开香槟，年度最佳！
76561199049778188,https://steamcommunity.com/profiles/76561199049778188/,killerluago,China,6,4,25,2024年8月20日,1,9.2,神仙游戏，国产大作里程碑式的一刻
76561198344794945,https://steamcommunity.com/profiles/76561198344794945/,Quinrua,China,25,8,153,2024年8月20日,1,1.6,黑神话，启动！
76561199173344029,https://steamcommunity.com/profiles/76561199173344029/,能力越小责任越小,,45,35,98,2024年8月20日,1,17.6,我曾在西部做过牛仔，也曾参加过硫磺岛战役，在工业时期当过一个刺客，探索过遗迹，迷失在荒岛，穿梭在银河中，在魔法世界拯救过爱情，当过原力武士，游走于战国时代，在大自然中神游，在末世打过丧尸，这次我要回到家乡当一个齐天大圣！
76561198331287247,https://steamcommunity.com/profiles/76561198331287247/,Touma,China,8,6,31,2024年8月20日,1,17.8,我要这天，再遮不住我眼要这地，再埋不了我心，要这众生，都明白我意，要那诸佛，都烟消云散！“大圣，此去欲何？”“踏南天，碎凌霄”“如若一去不回……？”“便一去不回！”
76561199104434607,https://steamcommunity.com/profiles/76561199104434607/,肚饿真君,,-1,-1,-1,2024年8月20日,1,13.7,我r9000p总卡退什么鬼，bug吗？我都麻了，9000的电脑4060，进去新手剧情都没过完卡退出来两次，买的豪华版遇到这种问题是真想打差评，但还是不忍心，唉，希望官方能解决一下吧，到底是什么问题啊？
DizzieNornor,https://steamcommunity.com/id/DizzieNornor/,麦蕾歌岐_藍,"Chengdu, Sichuan, China",56,46,282,2024年8月20日,1,14.4,真的好！冲就完事了！
76561198398771379,https://steamcommunity.com/profiles/76561198398771379/,Easymoney,China,9,-1,-1,2024年8月20日,1,3.5,年度游戏预定
76561198851981065,https://steamcommunity.com/profiles/76561198851981065/,抽象带niu子,China,20,20,47,2024年8月20日,1,3.0,天挡我就跟天斗
1525494636,https://steamcommunity.com/id/1525494636/,汪汪队立大功,China,12,8,23,2024年8月20日,1,5.8,牛逼
76561198253097330,https://steamcommunity.com/profiles/76561198253097330/,Harutoyoh,,20,16,197,2024年8月20日,1,5.8,免费获取的产品游科，你无敌了
76561198853146078,https://steamcommunity.com/profiles/76561198853146078/,念书人,,63,9,78,2024年8月20日,1,7.9,着色器编译过程中闪退，兼容模式也没用是cpu频率过高的原因，去官网下载软件降频即可游科毕竟小团队，就不差评了
wbx,https://steamcommunity.com/id/wbx/,哈喇子精星星,China,14,10,96,2024年8月20日,1,5.6,我踏遍了洛圣都的每一寸土地，也翻越过天际省的无数座高峰。我在求生之路上险象环生，也在饥荒冷夜里惴惴不安。我率领我的文明和世界争夺土地；我带领我的舰队在宇宙开辟群星。为了破灭圣三一的野心，我跋山涉水；为了找寻浣熊市的真相，我愤然前行。北欧神话众神殿，我握紧利维坦之斧，放声咆哮；东瀛战国狼烟起，我扣好佛雕忍义手，悄声踱步。蛛丝荡漾在繁华纽约，我是彼得帕克；骑马漫步在美国西部，叫我亚瑟摩根。何谓第九艺术？是危难前，BT7274的呼喊：“相信我，库珀铁驭”；是神舆里，强尼银手的话别：“V，永远不要放弃战斗”。如今我终于寻得了归乡的路。黑暗中，一只泼猴冲天起！电闪雷鸣的凌霄殿映照着他的身姿。挥开如意金箍棒，搅他个地覆天也翻。从今往后一万年，你们都会记住我的名字。鸿蒙初辟本无性，打破顽冥须悟空。你我都在见证历史，愿悟空接过前人的担子，缔造属于我们的第九艺术。愿你我经历九九八十一难，归来仍是那只石头憨憨。
76561198452014504,https://steamcommunity.com/profiles/76561198452014504/,brightwizard,,23,-1,-1,2024年8月20日,1,5.9,解压 -> 编译 -> 走，取经去打了5.5个小时还没过第一章。地图比我想象中大很多。一开始担心没有小地图会经常迷路，但实际玩起来发现其实还好（没有小地图也许更符合取经路的实际情况），并且反而加强了探索感——我真的不愿错过任何一个角落。每个怪打起来都很有意思。没有魂系这么难非常适合我这种手残党，但我依然被金池虐了很多次。游戏中的文化底蕴对从小就看西游记的我来说自然是最大的加分项。无论画面、游记还是各种诗词，看起来都有一种别的3A游戏无法比拟的韵味（当然我也很好奇这些文本的英文会是怎么样的）。第一次打出一条支线时，看着熟悉的故事另类的演绎，真的打心里觉得感动。毕竟，谁小时候不想当一回齐天大圣呢？
kanehao,https://steamcommunity.com/id/kanehao/,Kane Hao,"Guangzhou, Guangdong, China",30,15,184,2024年8月20日,1,4.0,"很棒的魂系游戏。请关注Solana链上的黑神话悟空，合约地址：6mUmrDnAGdgVjAqxCHnc7HGt7GMFz6YerqUu5zewpump让我们引爆全世界！Black Myth - Wukong will open the meme of China, let's roll the gem on Solanacontract address: 6mUmrDnAGdgVjAqxCHnc7HGt7GMFz6YerqUu5zewpump"
2621716669,https://steamcommunity.com/id/2621716669/,lEasonk,China,13,13,87,2024年8月20日,1,3.7,预下载解压慢的删了重下，预载文件在depotcache文件夹里面把这个删了重下会快，如果解压很快就不用这样做
904605920,https://steamcommunity.com/id/904605920/,黑色闪光,"Huangzhou, Hubei, China",150,254,426,2024年8月20日,1,7.2,免费获取的产品女朋友买的，难度高很好玩
76561199184625086,https://steamcommunity.com/profiles/76561199184625086/,Summer Ghost,"Hangzhou, Zhejiang, China",22,18,219,2024年8月20日,1,17.5,今日欢呼孙大圣！
76561198327092546,https://steamcommunity.com/profiles/76561198327092546/,taylorchan13,"Suzhou, Jiangsu, China",10,6,231,2024年8月20日,1,11.5,满心期待四年磨一剑，黑神话悟空实至名归，好玩好看，就是太难了，手残党。。。。。。。。。。。。。。。
76561198125248700,https://steamcommunity.com/profiles/76561198125248700/,西瓜,China,12,8,176,2024年8月20日,1,9.4,他妈的除了牛逼不知道说什么
76561198992490729,https://steamcommunity.com/profiles/76561198992490729/,箱子卖了一百八,"Benxi, Liaoning, China",7,5,110,2024年8月20日,1,5.1,雄关漫漫真如铁 而今迈步从头越
76561199052936548,https://steamcommunity.com/profiles/76561199052936548/,小慌Squid dog,,31,18,84,2024年8月20日,1,18.3,还没玩 先给个好评
Qbluemountain,https://steamcommunity.com/id/Qbluemountain/,Q此青山丶有才,"Chongqing, Chongqing, China",74,78,231,2024年8月20日,1,20.7,劳资就是要在你们这群dinner面前，把香槟塞在你们的PY里面开！
qiubaishisan,https://steamcommunity.com/id/qiubaishisan/,村头李师傅,China,7,7,58,2024年8月20日,1,11.0,踏平坎坷成大道
76561199198147771,https://steamcommunity.com/profiles/76561199198147771/,Okabe Rintaro,"Tokyo, Tokyo, Japan",16,15,92,2024年8月20日,1,3.0,可让我好等啊
wellsuncheng,https://steamcommunity.com/id/wellsuncheng/,你们的程老师,,-1,-1,-1,2024年8月20日,1,12.2,MAN！WHAT CAN I SAY！SWEET BABY OUT！IGN OUT！褒姒党 OUT！猿神，启动！5600H+3060开全高画质能稳定80帧，游科你做得好啊！
IllusiontheDragon,https://steamcommunity.com/id/IllusiontheDragon/,𝓘𝓵𝓵𝓾𝓼𝓲𝓸𝓷,China,59,50,217,2024年8月20日,1,8.3,水平完全在线，序章的演出帅得炸裂。在我看来，这个游戏和soul-like是扯不上什么关系的，是一个难度尚可的arpg类游戏，即使是不玩魂的也可以考虑入手性能问题嘛，5800H，3060 Laptop开1080全高DLSS质量是没遇到问题的，包括闪退。幽魂以为自己是大树守卫💀💀
76561198122594721,https://steamcommunity.com/profiles/76561198122594721/,红发色魔,,108,-1,-1,2024年8月20日,1,5.7,玩了一会儿，还可以，后面再优化一下就更好了。暂时放下天命人的身份，先搬砖去了。
DHSGhost,https://steamcommunity.com/id/DHSGhost/,GhostCat,"Tongchuan, Shaanxi, China",110,133,508,2024年8月20日,1,5.9,6
rz1900,https://steamcommunity.com/id/rz1900/,1900,,20,19,116,2024年8月20日,1,13.3,国产单机，重回巅峰！
GuHeXiaoYao,https://steamcommunity.com/id/GuHeXiaoYao/,精神混沌复合体,"Hubei, China",54,41,232,2024年8月20日,1,0.7, 直面天命！ 
76561199030470255,https://steamcommunity.com/profiles/76561199030470255/,斯堪的那威亚半岛,China,17,17,39,2024年8月20日,1,15.2,"街喧闹,人过往,且记曾相识,不为少年流"
76561198849015804,https://steamcommunity.com/profiles/76561198849015804/,网络是否连接？,,40,32,154,2024年8月20日,1,13.8,神，无需多言，猿神，启动！
76561198053579160,https://steamcommunity.com/profiles/76561198053579160/,打工皇帝,,10,-1,-1,2024年8月20日,1,7.3,A黑，7900XTX过杨戬一直闪退，过了之后还行，暂时还没发现闪退
76561199205054159,https://steamcommunity.com/profiles/76561199205054159/,Ikun,,-1,-1,-1,2024年8月20日,1,17.5,战斗 爽
76561198342268215,https://steamcommunity.com/profiles/76561198342268215/,再多看一眼就会爆炸,China,29,-1,-1,2024年8月20日,1,7.7,请假类型：调休开始时间：2024/8/20 10：00结束时间：2024/8/20 19：00请假时长：8小时请假事由：直面天命证明文件：无
76561198292618033,https://steamcommunity.com/profiles/76561198292618033/,Xiao Liu,,27,17,143,2024年8月20日,1,4.7,大家都知道我Steam最喜欢的游戏就是黑神话，现在我已经拥有黑神话版本的海报，黑神话版本的拖鞋，黑神话版本的衣服，黑神话版本的裤子，黑神话版本的手办，黑神话版本的床帘，黑神话版本的床单，黑神话版本的被子，黑神话版本的枕头，黑神话版本的书包，黑神话版本的袜子，黑神话版本的帽子，黑神话版本的公仔，黑神话版本的手机壳，黑神话版本的闹钟，黑神话的内衣裤，本身我也是大闹天宫的斗战胜佛，那么有了这些东西的加持，我相信我一定会在黑神话变得更强。
76561198993456697,https://steamcommunity.com/profiles/76561198993456697/,森系少女孙越,,20,24,333,2024年8月20日,1,29.0,游戏倒是不错的，但就是容易迷路，在第二回都迷了不知道多少次路了
76561199189578508,https://steamcommunity.com/profiles/76561199189578508/,cRCccc,,23,13,57,2024年8月20日,1,19.0,神，爱，无需多言
76561199073885128,https://steamcommunity.com/profiles/76561199073885128/,dalton,China,9,7,45,2024年8月20日,1,14.5,最梦想成真的一集
76561198113726486,https://steamcommunity.com/profiles/76561198113726486/,浅蓝非蓝,,-1,-1,-1,2024年8月20日,1,18.7,爽玩，爽啊！
76561198859743093,https://steamcommunity.com/profiles/76561198859743093/,春梦了无痕,"Langfang, Hebei, China",7,8,40,2024年8月20日,1,18.3,金猴奋起千钧棒 玉宇澄清万里埃
76561198814998809,https://steamcommunity.com/profiles/76561198814998809/,在比奇堡学游泳的xxx,"Hebei, China",15,13,93,2024年8月20日,1,5.4,好玩！爱玩！觉得游戏好的给我点个赞！宝贝们！
76561198099886559,https://steamcommunity.com/profiles/76561198099886559/,Agaki,"Shanghai, Shanghai, China",16,13,330,2024年8月20日,1,22.6,狠狠开香槟
76561198848440213,https://steamcommunity.com/profiles/76561198848440213/,NiKo,China,12,10,76,2024年8月20日,1,11.4,《黑神话：悟空》是一款令人惊叹的游戏，它就像游戏科学给所有游戏玩家的一封情书💌 这款游戏的画面简直是艺术品，每一帧都可以截图当壁纸。它的动作捕捉也非常出色，让悟空的动作看起来非常自然，仿佛真的在眼前战斗一样。最让人惊艳的是它的光影效果，阳光透过树叶洒在地上，波光粼粼的水面，这些细节让人仿佛置身于一个真实的世界中。还有它的配乐，每一首都能很好地烘托气氛，让人沉浸在游戏的世界中。除了画面，《黑神话：悟空》的剧情也非常引人入胜。它讲述了一个关于悟空的故事，充满了神秘和惊喜。游戏中的谜题也很有挑战性，需要玩家动动脑筋才能解开。总之，《黑神话：悟空》是一款非常值得一玩的游戏。它是一个载入史册和改天换地的纯在。它不仅有出色的画面和剧情，还有优秀的操作和音效。它让我感受到了游戏的魅力和乐趣，也让我对未来的游戏充满了期待。我相信，它一定会成为一款经典之作，被更多的人所喜爱。  最后的最后，由衷的感谢游戏科学所有员工的努力，感谢制作人冯骥的精心付出。
76561199168973118,https://steamcommunity.com/profiles/76561199168973118/,网恋被骗9块钱,,-1,-1,-1,2024年8月20日,1,6.2,这简直就是我
76561198002987799,https://steamcommunity.com/profiles/76561198002987799/,WAcow,"Wuhan, Hubei, China",23,-1,-1,2024年8月20日,1,16.0,"一开始，1997年，那时候我还是盟军指挥官，后来我是春丽，接下来快三十年间，我还当过马里奥，李逍遥，林克，戈登·弗里曼，废土流浪者，Shepard，士官长，幽灵，艾吉奥，猎魔人，马克斯·佩恩，斯内克，海绵宝宝，克劳德，影魔，莉莉丝，艾达·王，代号47...但是今天, 今天你爷爷我叫孙！大！圣！"
76561198851656036,https://steamcommunity.com/profiles/76561198851656036/,真是奇怪了了,China,26,33,527,2024年8月20日,1,12.6,谁问我了？
76561199036865328,https://steamcommunity.com/profiles/76561199036865328/,ymh_noah,China,21,28,71,2024年8月20日,1,19.7,你买了游戏，大圣很开心，因为他知道你喜欢他。你开风灵月影，大圣很高兴，因为这本来就是他的本领。你没买，大圣也理解，因为他知道你也有自己的八十一难。你玩盗版，大圣不开心，因为他讨厌六耳猕猴，但他也会原谅你，因为他知道你肯定是被六耳猕猴迷惑了。如果你花钱玩盗版，大圣会开心，因为他感觉看到了他的二师弟。
HUAJISKLR,https://steamcommunity.com/id/HUAJISKLR/,HUAJIS,,17,21,49,2024年8月20日,1,10.7,金猴奋起千钧棒，玉宇澄清万里埃。今日欢呼孙大圣，只缘妖雾又重来。
76561198853840829,https://steamcommunity.com/profiles/76561198853840829/,玻璃盐汽水,,9,6,61,2024年8月20日,1,11.2,家里出大学生是好的，但是我300买了一坨进都进不去的代码程序，听着耳机里朋友们进去玩上的喜悦，我不经思考是我在两个月前花一万多配的电脑的错还是我花钱买这份游戏的错，我无法得到答案，但我的内心是失望的，朋友的兴奋与我的失落仿佛经络分明的两个世界。最为讽刺的莫过于，我为自己与朋友均购买的一份，而我，是被拒绝的那个。
76561199018991668,https://steamcommunity.com/profiles/76561199018991668/,双辞.,,66,45,1725,2024年8月20日,1,20.2,开头序章就给哥们激动的眼泪自己流出来，什么都不说了，真的无敌，推荐！！！！
76561198977531645,https://steamcommunity.com/profiles/76561198977531645/,吃喵的鱼,China,17,17,113,2024年8月20日,1,17.0,我是齐天大圣
76561198356917854,https://steamcommunity.com/profiles/76561198356917854/,毛啊毛好多毛,"Chongqing, Chongqing, China",24,41,79,2024年8月20日,1,15.2,艺术品一定要好好品尝，目前体验完美，先好评
2236141,https://steamcommunity.com/id/2236141/,稚作.,"Shenzhen, Guangdong, China",52,17,77,2024年8月20日,1,17.6,齐天大圣年少旧时的相遇，在大闹天宫里，在西游记八六版里，在人间烟火里。映入眼眸透过模糊的彩色电视机，却是我童年的一部分，那是对中国传统神话的认知，是中华传统文化的瑰宝，也是齐天大圣的开场。荏苒再次相遇于一五年的大圣归来，看着齐天大圣的身影，睥睨众神临踏九霄，怀着不屈之心，他披荆斩棘还愿心中的大圣，是我心甘情愿沉溺于大圣描绘的梦里。夙愿一七年邂逅古剑奇谭之时，那一刻在想，国产游戏能否有真正3A，那颗向往的繁星，在三年后拥揽着璀璨星河。二零二零年八月二十日，黑神话的实机演示，那是我所熟知的悟空，那是我年少时沦陷的憧憬，纵使白驹过隙，蓦然回首却回忆起初遇大圣霎时，朦胧中早已泪沾眼眸。在往后度日如年里，以时间为沉淀，品出余味成花，所有的久别重逢都是山海自有归期，鲜衣怒马少年时，少年的热爱永远不会消逝。我们的大圣肆意洒脱向自由，我们的内心已然热血沸腾誓比天高。这段旅程此时此刻，迎着朝阳，盛大开幕！(等待四年的黑神话已经发布，丝之鸽还在鸽，这下是真幸运了)
lancelot0001,https://steamcommunity.com/id/lancelot0001/,Lancelot0001,Canada,80,185,3744,2024年8月20日,1,1.2, 齐天大圣孙悟空，斗战胜佛美猴王；定海神针金箍棒，翻天入海筋斗云；三头六臂战妖魔，七十二变斗鬼怪；五行大山压不住，还看今朝孙行者！妖怪，我要你助我修行~
76561199076866519,https://steamcommunity.com/profiles/76561199076866519/,Slut!,United States,28,39,169,2024年8月20日,1,0.7,俺老孙来也！
76561198157064047,https://steamcommunity.com/profiles/76561198157064047/,AKILLER,"Beijing, China",50,18,133,2024年8月20日,1,20.3,4年，梦终于照进了现实。大圣，你让我等的好苦啊。
jerryth,https://steamcommunity.com/id/jerryth/,jerry,,-1,-1,-1,2024年8月20日,1,22.1,四年，四年！你知道我这四年怎么过的吗！你知道吗！？终于让我等到了，心目中的年度最佳！GOTY！
JosephScarlet,https://steamcommunity.com/id/JosephScarlet/,CaptainMo,"Toronto, Ontario, Canada",21,16,109,2024年8月20日,1,8.6,猿神，启动！
76561199467146291,https://steamcommunity.com/profiles/76561199467146291/,Ryo Yamada,Hong Kong,100,-1,-1,2024年8月20日,1,11.3,好玩捏
wizarDICE_5d20,https://steamcommunity.com/id/wizarDICE_5d20/,千石之钟,"Peking, Beijing, China",38,42,482,2024年8月20日,1,19.6,不必多言
76561198086680648,https://steamcommunity.com/profiles/76561198086680648/,xueling1000,,9,3,160,2024年8月20日,1,13.1,村里的第一个大学生，开头就被震撼到了
76561198400420773,https://steamcommunity.com/profiles/76561198400420773/,我是蓝色小药丸,,9,6,84,2024年8月20日,1,13.0,一从大地起风雷，便有精生白骨堆。僧是愚氓犹可训，妖为鬼蜮必成灾。金猴奋起千钧棒，玉宇澄清万里埃。今日欢呼孙大圣，只缘妖雾又重来。
happiness9th,https://steamcommunity.com/id/happiness9th/,happiness9,China,18,19,106,2024年8月20日,1,14.7,妖怪，吃俺老孙一棒！
145984736,https://steamcommunity.com/id/145984736/,西瓜西瓜,"Chongqing, Chongqing, China",22,20,143,2024年8月20日,1,4.8,从前我一直被输出。玩的游戏虽然是佳作，但不是洋人就是小日子给你定义的，逼着你去了解法国大革命，希腊神话，温泉关战争，你敬仰诸神黄昏里的巨人，你看小日子怎么保卫蒙古人入侵的对马岛。好不容易有一篇三国的故事，但被他们灌入了他们认为的东西。我想看长城，想看秦始皇如何一统中国，想看熊猫，想看中国历代的伟人，想看梁山一百零八好汉，想看孙猴子。感谢游戏科学！
GenshinImpart,https://steamcommunity.com/id/GenshinImpart/,章金莱,"Ningbo, Zhejiang, China",12,8,124,2024年8月20日,1,2.2,黑猴出世耀寰球，雄姿飒爽震九州。无畏妖魔横空舞，一棍破敌尽风流。惩恶扬善翻天覆，千古传说又重修。踏平坎坷成大道，白骨之后再西游。
UNIZA33,https://steamcommunity.com/id/UNIZA33/,CRYCHIC的NagasakiSoyo本人,South Georgia and the South Sandwich Islands,44,51,306,2024年8月20日,1,15.5,对于那些愿意为了这只猴子守候4年的玩家，也不会在乎评论区了吧
JorxYang,https://steamcommunity.com/id/JorxYang/,JorxShow（★StatTrak™) ҉,"Xian, Shaanxi, China",45,14,259,2024年8月20日,1,5.4,金猴奋起千钧棒，玉宇澄清万里埃！
76561199697184173,https://steamcommunity.com/profiles/76561199697184173/,回家仙尊,,-1,-1,-1,2024年8月20日,1,6.7,非常的豪玩啊！
bluegooseh,https://steamcommunity.com/id/bluegooseh/,BlueGoose,China,113,109,517,2024年8月20日,1,11.0,we need chi... 不好意思，习惯了。
76561198378713769,https://steamcommunity.com/profiles/76561198378713769/,TDSDesperado,,8,5,88,2024年8月20日,1,8.2,战斗！
76561199004537931,https://steamcommunity.com/profiles/76561199004537931/,行舟,China,28,10,80,2024年8月20日,1,9.3,启动
748564as56d,https://steamcommunity.com/id/748564as56d/,幽灵鱼,China,21,26,115,2024年8月20日,1,6.0,你们说话啊！现在就黑神话了？你们说话啊！现在就黑神话了？你们说话啊！现在就黑神话了？你们说话啊！现在就黑神话了？你们说话啊！现在就黑神话了？你们说话啊！现在就黑神话了？留我一个人上班？ 留我一个人上班？ 留我一个人上班？ 留我一个人上班？ 留我一个人上班？ 留我一个人上班？ 留我一个人上班？ 留我一个人上班？ 留我一个人上班？ 留我一个人上班？ 留我一个人上班？ 留我一个人上班？ 捅死你捅死你捅死你捅死你捅死你捅死你捅死你捅死你捅死你捅死你捅死你捅死你捅死你捅死你捅死你捅死你捅死你捅死你捅死你捅死你捅死你捅死你捅死你捅死你捅死你捅死你捅死你捅死你捅死你捅死你捅死你捅死你捅死你
